playtime_at_review,review,voted_up,comment_count,votes_up,votes_funny,音楽,システム,ゲーム性,映像,登場人物,登場モンスター,世界観,游戏性
1255,"omoroi

",True,0,3,3,なし,なし,なし,なし,魅力的,,,
22217,昨今のAAAタイトルには世知辛い世の中。クソデカい看板背負ってフルプライスでゲーム売るってなると、世間の期待値はもう限界超えちゃってるってレベルに振り切ってると感じる。まぁそれにしたってこのゲームはいろいろありすぎたから擁護なんてできたもんじゃないんだけど。ただこれだけは言わせてほしい、レビューの評価でそのゲームを買うかどうか迷ってる人はもったいないと思う。面白そうだなって思ったゲームは評価が悪くてもとりあえず買ってやってみよう。結構楽しいからどうせ,True,0,35,16,なし,なし,なし,なし,なし,,,
2552,"この作品のためにPCを買いたいという友人の相談に乗っておりました。
結果は皆さんの体験した通りです。",False,0,18,2,なし,なし,なし,なし,なし,,,
5418,４,False,0,8,0,なし,なし,なし,なし,なし,,,
17888,"公費で旅行して、公費で推し活して、公費で派閥争いまでしてるくせに、公費でまともにゲームを作ったりバグ修正したりはしないんだな

一狩りいってらっしゃい、サンブレへ戻ります",False,0,96,19,なし,なし,なし,なし,なし,,,
10384,"モンハンヘビーユーザーでは無いですが、なんか物足りない。。。
２G,３G、サンブレしかプレイした事が無いですが、モンスターが少なすぎ？
マップの自由度はサンブレよりも無いです。
かなりモンハンははまっていた方ですが今作は数十時間しかやってないのにもうやる気が起きなくなりました。",False,0,19,2,なし,なし,なし,なし,なし,モンスターが少なすぎる,マップの自由度が低い,
106,"俺はただワイルズを遊んでみたかっただけなんだ

巷の評判は聞いていたけれど、最近は最適化も進んでいるし今からなら遊んでもいいかなと思って購入したんだ。
評判通りの美麗なグラフィックには驚いたし、キャラクリエイトも楽しめた。
ベースキャンプについてさあこれから俺のハンター生活のスタートだと意気込んでいた時、それは起こった。

エラー　S9052-TAD-W79T

どうやらこれはサーバーとの通信が遮断された際に表示されるネットワークエラーらしい。

ネットの情報やAIを利用して様々な対策を行ってみた。
ゲーム内の「プライバシー設定」変更、IPv6 を無効化、DNSの設定変更、Windowsファイアウォールのリセット、ポートの開放、Windowsのネットワークのリセット、Steamのキャッシュ削除、ルーターとOMU再起動、ゲームアンインストール。。。
ここまでやったが、結局エラーを解消することはできなかった。
問い合わせ窓口にも聞いてみたが、「利用するネットワークの問題」とのことで改善につながるような回答は得られなかった。

Steamのほかのオンラインゲームは問題なく動いているため、これはワイルズのみの問題であることは明白だった。
おそらく、ルーターかプロバイダにワイルズとの相性の問題があるのかもしれない。
だが、1つのゲームのためにルーターやプロバイダを変更する人がどれだけいるだろうか？それに、もしそれで直らなかったら？

俺はそこで、このゲームにチャレンジすることをあきらめた。


ゲームの内容のレビューではないのであまり褒められた内容ではないことは承知しているが、まさか遊ばせてくれないゲームが存在するなんて思わなかったんだから許してほしい。
だって、俺はただ、ワイルズを遊んでみたかっただけなんだ・・・

※2026/05/14追記
他の人のレビューにもあるが、OCNのプロバイダを使っている場合オンラインができない不具合があるらしい。本当にプロバイダ相性があるのかよ､､､なんなんだこのゲームは。
私はもう返品してしまったが、同じようなS9052関連のエラーに悩んでいる人は参考にしてほしい。
（ゲームプレイのためにプロバイダ変更を行う必要があるのが本当にどうかしているとは思うが）",False,0,202,61,なし,サーバーとの通信エラー、最適化必要,なし,美麗なグラフィック,なし,,,
8685,"・モンハンライズ 360時間
・モンハンワールド 205時間
・モンハンワイルズ 135時間
上記のプレイ時間を踏まえてのレビュー。

◆良い点
・乗り物があり、自動でモンスターを追尾できる。
・武器を２つ持ち込め切替できる。
・クエスト中でも食事できる。（クエスト前に食事を忘れた時でも安心）
・メインストーリーをクリアするまでは面白い。
・双剣、ガンランスは個人的に良かった。（但し、武器全体で格差が激しいのは問題）

◆悪い点
・新モンスターでフィギュア化して欲しいほどカッコいいモンスターがいない。（主観）
・過去イチの致命的な不具合の多さ。
・UIの改悪。
・ハンマー不遇。
・ボウガン弱体化（シリーズ通して終盤は近接から遠距離に移行していたが、今作はあまりに酷く使わないままとなった）
・防具デザインの酷さ（個人的な好みではあるが今作は重ね着が楽しめなかった）
・モンスター密着時や壁際のカメラワーク。
・希少素材をクエストによっては確定にしたことにより、手に入れた際の達成感がなくなった。
・水中での戦闘（あれだけ不評だったのに何故また膨大なお金と労力をかけて実装したのか）
・大型アップデート前　エンドコンテンツの少なさ。
・大型アップデート後　エンドコンテンツが数種類のモンスターだけを討伐することになり、ランダム要素の武器やお守りで当たりを引く前に飽きてしまう。
・アーティア武器によりほとんどの武器種で生産武器を作成する価値がなくなった。
・武器や防具の強化費用が高い為、金策にかかる時間や頻度が過去イチ大きい。（魚を捕まえ続けるという単純作業もマイナスポイント）

◆悪い点による影響
・大型アップデート前のエンドコンテンツの少なさ（未完成と呼ばれたり）や致命的な不具合でユーザの信頼を多方面で失い、不具合対応後や大型アップデート後でも引退したユーザの多くが戻って来なかった。
（今年の何処かで有料コンテンツ拡張の発表があると思うが、かなり不安。。。発売しても発売日から買わずに様子見するユーザが増えると思う。）

◆最後に
テスターからのフィードバックを開発陣が受け取る体制が無さそうに見える。経営陣含め、ユーザ目線で客観的にゲームを評価できていない現状だと思うので、根本的な体制見直しを行わないと今作でモンハンシリーズは終わってしまうのではないかと危惧しています。",False,0,16,0,なし,武器を2つ持ち替えられる、クエスト中に食事が可能,メインストーリー以外でも面白い、双剣とガンランスが個人的に良かった,新モンスターがカッコいい、モンスター密着時のカメラワークが問題,なし,,,
65422,"１０００時間突破。
面白いよ。",True,0,11,9,なし,なし,なし,なし,なし,,,
14378,"結論:セール時はおすすめ出来る。フルプライスはおすすめ出来ない。大型拡張コンテンツに期待。
プレイ済み過去作:2ndG,3rd,World,RISE
マイナス点:ボリューム不足。PC最適化を後回し。(私の環境では現在特に不具合無し)
プラス点
UI・操作性:歴代のモンハンで一番遊びやすく楽しい。
グラフィック:モンスターの質感や周囲環境も良い。
世界観:ターゲット年齢層が低めのRISEと違い設定の作りこみも深い。翔蟲技、火の玉鳥、オトモガルクは違和感が強かった。
総評:World並のボリュームがあれば評価は大きく変わった。
PC版は１年販売延期しても良かった。(リリースから約１年たってようやく最適化)",True,0,4,2,なし,UI・操作性が歴代の中で最も良く、楽しい,なし,モンスターの質感や周囲環境が良い,なし,,,
6632,"クラッシュやバグはほかの方がレビューしている通りです。

私が感じたのは開発が「面白いんじゃない？」と考えていることとユーザーが感じる「面白い」、「楽しい」、「やりこみたい」がかけ離れてしまったゲームだったということです。
これから買おうとする方がいらっしゃるのならば過去作をプレイしたほうが楽しいですしやり込み要素やエンドコンテンツも豊富です。",False,0,10,0,なし,なし,面白いという開発者の視点とユーザーの視点が異なる,なし,なし,,,
8655,"コンテンツ追加を含む最終アップデートが来たとのことなので今更購入。
リリース直後はコンテンツ不足と最適化不足で評価が荒れていたみたいですが現在は普通にコンテンツ不足は感じなかったし一回だけクラッシュしましたがそれくらいで最適化不足も深刻ではなくなっています。
ただ買い切りゲームなのに全コンテンツ実装まで１年かかったのはいかがなものかと思いました。
ストーリー重視になったのは賛否ありましたが個人的にはそれよりもストーリー展開が「なんで？」と言いたくなることが多かったのが気になりました。
シナリオ冒頭「子供を逃がすぞ！外がどうなってるかも知らんし俺達はここで立てこもるし付き添いも出さないけど子供一人だけで逃がすぞ！」→？？？",True,0,2,3,なし,最適化不足,なし,なし,なし,,,
12376,"モンハンを4からプレイしてきていますが、今作はオススメできません。

※ちなみにアンチではなくモンハンは大好きなゲームです。以下プレイ歴。
　ニンテンドーDS系：４、４G、X、XX
　スイッチ：XX、ライズ・サンブレイク
　PC：ワールド、ライズ・サンブレイク
　　　ストーリーズも1、２クリア、３もプレイ中でめっちゃ面白い
　スマホ：Nowプレイ中、アウトランダーズCBTやりたいけど自分のスマホは未対応だった。。

■悪い点
・コントローラーが反応しなくなる
　　・狩りの最中に決定ボタンやショートカットが効かなくなることがあり、非常にイライラします。
　　　たくさんのゲームをやってきましたが、こんなゲームは初めてです。マジヤバイです。
・グラフィックが非常に見ずらい
　　・ずっともやがかかったようなグラフィックで、景色も人もモンスターも見ずらく、全然モチベーションが上がりません。
　　・全体がうっすら白い？感じなので、狩りの最中もモンスターとの距離感がつかみにくくイライラします。
・キャラデザ、背景デザインが微妙
　　・木や草や岩など邪魔で狩りに集中できません。
　　・NPCの顔がそばかすだらけで、カッコイイとかカワイイが無いのでキャラバンにいても面白くありません。NPCを眺める楽しみが無いです。
・マップが微妙
　　・複雑で無駄に広く、一度行ったらもう次は行きたくなくなるような場所ばかりです。
　　・モンスターを追いかけている最中も非常にだれます。
・天候は微妙な要素
　　・全然感動しませんでした。天候も結局モンスターのしわざ、みたいな感じで驚きは無く、プレイには邪魔なものばかりで良さがよくわかりません。
・登場モンスターが微妙
　　・ドス系がいないだけでこんなにモンハン色が薄くなるとは、ドス達はいい役してるってことですよね。
　　・グラフィックが微妙なので、蜘蛛とか、毛がふさふさとか見にくくて楽しくありませんでした。
・ストーリーの脚本が微妙
　　・ストーリー全体は面白かったですが、いい場面で大体歯の浮くようなセリフが出るので、盛り下がります。
・食事シーンが微妙
　　・モンハンといえば豪快な食事シーンがとても好きですが、今作はちっちゃいフライパンで２～３切れのものを食べておなか一杯的な終わり方で、え？あれで満腹になるの？みたいな違和感があります。
　　・食べる自キャラの顔が怖い。キャラデザを頑張りましたが食事シーンではどうしても口が裂けたような顔になり、シーンはスキップするようになりました。

■良い点
・戦闘は面白かった
　　・ジャストガード、ジャスト回避が面白かったです。

とにかくイライラの方が多く、コントローラーが効かなくなるのは致命的です。クリアまでモチベーションが持つか分かりません。
フルプライスで買ってたらと思うとゾッとします。
気持ちが持たないので、ダブルクロスやライズをやり直してワイルズと並行プレイしてます。

追記：
ゴグマジオスまで行きましたが、戦闘前に有利な属性を教えてくれる場面があっても他のクエストが受けられない状況になっており、素材も無かったため目当ての属性装備を作れずにやむを得ず戦闘開始するしかありませんでした。ほんとイラつきます。
ゴグマジオス戦闘前のムービーも映像と音声がズレズレで最悪でした。

つまらなくてプレイしなくなるゲームはありますが、提供されるものが不完全でイライラしてプレイしなくなるゲームは中々ありません。。プレイ意欲を保つのは厳しいです。。

次回はいい作品になるように祈るばかりです。",False,0,10,0,なし,コントローラーの反応不良、グラフィックが見ずらい,なし,グラフィックが見ずらい,キャラデザ、背景デザインが微妙、NPCの顔がそばかすだらけ,,,
2870,"巷で重いと噂されていたので買うのを躊躇していたが大幅な値引きセールがあり試しに購入。まぁ。確かに重い。が、設定次第で普通に遊べる。フルHDでそこそこの画質、60張り付きじゃなくても良いなら7700K GTX1070でも遊べる。
遊べるが…内容が薄すぎ。モンハンだぞ？
ちゃんと装備も作ってクリア40時間かからないだと！？
ありえない。本当にありえない。
やっぱ、アイスボーンが至高。
ただ画質が綺麗な劣化版ワールドですね。
セールでも買わない方が良い。
セールしてるならアイスボーンを買いましょう。
そっちのほうが安いしDLCを4個位買ってもワイルズよりは安くなると思うし。
本当にセールだからって買わなきゃ良かったよ。",False,0,8,1,なし,設定次第で普通に遊べる,内容が薄く、期待外れ,フルHDでそこそこの画質,なし,,,
45307,"沒什麼很大的要求
只希望可以像rise sunbreak那樣順玩
這對卡普空就很難",True,0,0,2,なし,なし,なし,なし,なし,,,なし
1396,"過去作をだいたいすべて遊んでるものです
まずプレイして目に見えたのが、あまりにも簡単すぎる初心者にはいいが経験者にはものすごく物足りない。
あと狂竜症弱すぎる",False,0,7,0,なし,初心者向けだが経験者には物足りない,なし,なし,なし,,,
21515,"まずアイスボーンのが面白い。
盾斧で全モンスターハント済み
不遇武器？ロマンだ

確定で手に入る報酬のなんと面白みのない事か...
位置取りの駆け引きもなく、どの方向にでも武器を振るえてしまう。

私の耳に残っているのはワールドのBGMだ
もうワイルズの音は何も思い出せない。

",False,0,10,0,ワールドのBGMが印象に残っている,報酬の面白みがない、位置取りの駆け引きがない,なし,なし,なし,,,
32002,"おま環と言われるのかもしれないけど、ここ3日一回も起動すらできない(クラッシュし続けている)
クラッシュレポートすら出てこないのが通常になってる
グラボのアプデをしてもダメ、ダウングレードしてもダメ
他にもできることはやったけど起動しない
初めてモンハンで長くプレイできていたのに遊ぶことすら許されないのは本当に意味わからん",False,0,76,9,なし,クラッシュし続けている,なし,なし,なし,,,
8477,なんだかんだ神ゲーになるんよ、このゲームは,True,0,2,3,なし,なし,なし,なし,なし,,,
268,"飽きない
",True,0,2,3,なし,なし,飽きない,なし,なし,,,
17208,"直ぐにクラッシュしてしまう
",False,0,7,2,なし,クラッシュする,なし,なし,なし,,,
1176,omonnai,False,0,5,3,なし,なし,なし,なし,なし,,,
995,"これからはモンハンの新作出てもしばらく様子見しよう

モンハンやったことない人へ
初めてがこの作品だと悪いイメージが残ると思うので、似たテイストのワールドをお勧めするよ",False,0,21,1,なし,なし,なし,なし,なし,,,
8878,はいはい簡悔簡悔,False,0,5,1,なし,なし,なし,なし,なし,,,
1564,通信エラーが少し多いかなと感じた,True,0,0,1,なし,通信エラーが多い,なし,なし,なし,,,
91540,始めは要素少なめだが、今始めた人には楽しめる内容ではあると思う。来年のマスターランクが楽しみ,True,0,3,3,なし,なし,なし,なし,なし,,,
